chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.386651,0.08629,0.114561,0.003205,3328.830809,641059.685802,3111.821293,133921.952743,7196.373151,1937014.170043,0.169052,0.005121,-0.009021,0.016862,-7e-06,0.007989,123.046875,-83.58349609375,2145.200439453125,64.47946166992188,405.8664245605469,5.655918121337891,383.7204895019531,2.701164722442627,191.2230987548828,0.7903159856796265,167.4899139404297,6.170802593231201,92.5701675415039,1.8922687768936157,75.49532318115234,1.9798595905303955,65.22110748291016,-1.816444993019104,78.28779602050781,1.857466459274292,69.1520004272461,2.459876298904419,67.73832702636719,-0.2279338836669922,44.80185317993164,2.955510139465332,45.875648498535156,-3.3824586868286133,42.36351013183594,-0.8796456456184387,44.904090881347656,0.04498548433184624,43.12177276611328,-1.5710959434509277,56.46751022338867,0.5579811334609985,48.382843017578125,0.30237287282943726,57.8371467590332,-2.7803585529327393,47.78659439086914,disco
0.372187,0.079001,0.099305,0.000926,2208.132812,299051.246342,2353.792381,87709.031603,5075.635975,1185300.879697,0.093611,0.001208,0.043825,0.011905,-0.000737,0.002171,135.999178,-130.00576782226562,2043.670654296875,102.49774932861328,557.54638671875,-4.443131923675537,122.06049346923828,50.061092376708984,114.17951965332031,-15.532888412475586,54.66080856323242,32.128150939941406,63.654422760009766,-18.18231964111328,69.93000030517578,24.28784942626953,49.84792709350586,-11.902588844299316,46.4249267578125,13.763348579406738,51.525264739990234,-12.89806842803955,35.58330154418945,7.2710957527160645,38.30583190917969,-9.379469871520996,83.72200012207031,4.6041646003723145,42.207489013671875,-9.579842567443848,32.165462493896484,4.248680114746094,40.63636016845703,-4.683294773101807,28.008333206176758,-0.45490145683288574,42.53757858276367,-6.882829189300537,28.338102340698242,4.762650489807129,45.4857292175293,disco
0.374438,0.091853,0.052157,0.000666,2566.126044,825841.543798,2533.687079,113356.376317,5521.508279,2143623.737953,0.11465,0.00557,0.036287,0.00983,-0.000121,0.001201,112.347147,-226.3543243408203,3852.619873046875,78.27161407470703,729.1883544921875,7.845218658447266,637.6210327148438,53.85680389404297,248.3040771484375,-1.1519348621368408,191.0446319580078,11.302834510803223,182.029052734375,-7.848479270935059,178.5865936279297,24.365110397338867,109.85784149169922,-14.952828407287598,116.79461669921875,18.494564056396484,99.49413299560547,-19.137502670288086,93.30524444580078,6.156276702880859,67.32894897460938,-10.068167686462402,69.3049545288086,5.287830352783203,74.58184814453125,-11.6838960647583,63.672298431396484,3.3380041122436523,65.53575897216797,-11.27522087097168,70.99696350097656,1.386833906173706,87.99187469482422,-10.699085235595703,77.09149169921875,-4.32919979095459,63.409576416015625,disco
0.395158,0.080284,0.177612,0.004829,2649.21786,266057.575682,2383.928166,51759.690515,5545.783132,750047.821599,0.151165,0.002948,0.016476,0.018891,0.000443,0.012964,112.347147,-40.7629280090332,1788.08203125,86.78238677978516,321.90460205078125,-26.962377548217773,367.5138244628906,34.941532135009766,133.99168395996094,-20.048147201538086,132.44102478027344,21.65764045715332,117.78591918945312,-23.953712463378906,85.89372253417969,19.265037536621094,75.78236389160156,-17.531558990478516,92.48468017578125,18.037151336669922,75.53791046142578,-16.02078628540039,45.669395446777344,12.44607925415039,46.635929107666016,-13.877286911010742,40.97528839111328,6.013272762298584,35.992759704589844,-14.214262008666992,35.27497482299805,-0.8154321312904358,37.04537582397461,-14.490394592285156,31.49368667602539,-1.2298409938812256,45.15361785888672,-7.699562072753906,39.209808349609375,4.3276047706604,50.404518127441406,disco
0.396293,0.076761,0.116071,0.003497,2564.67759,887188.764503,2670.267567,294512.300567,5388.992414,3831585.838029,0.12076,0.004198,0.033613,0.018598,-8e-06,0.009193,123.046875,-98.15684509277344,3439.948974609375,92.40119171142578,861.1542358398438,2.6636738777160645,431.27911376953125,19.3378963470459,282.6283874511719,3.5860509872436523,190.21295166015625,-1.7657073736190796,140.11148071289062,-1.7049834728240967,73.7437973022461,-3.1714422702789307,74.4415283203125,-9.092040061950684,77.54959869384766,-4.080456733703613,53.9673957824707,-5.185576438903809,65.14190673828125,-5.487850189208984,52.55457305908203,-4.233516216278076,46.67514419555664,-3.7713584899902344,35.09502410888672,-1.7159790992736816,34.19291687011719,-5.5846476554870605,43.307071685791016,-4.687199115753174,29.946670532226562,-2.707778215408325,38.88030242919922,-1.8423919677734375,59.24946212768555,-3.0930302143096924,29.930322647094727,disco
0.428936,0.080414,0.172568,0.005333,3079.468913,1230305.405893,2709.966604,148880.942693,6405.727932,1780429.674572,0.154307,0.009901,-0.006144,0.005112,-5e-06,0.010278,135.999178,-108.5107650756836,11372.453125,69.93312072753906,1737.7159423828125,14.870285034179688,1437.798583984375,45.53962326049805,284.6520080566406,-5.384937286376953,235.57614135742188,41.803653717041016,137.06915283203125,-13.5187406539917,89.15850067138672,32.55927658081055,83.84041595458984,-20.397464752197266,81.99102783203125,23.435903549194336,68.23570251464844,-12.123883247375488,52.620792388916016,17.999404907226562,45.316341400146484,-9.03880786895752,52.03299331665039,6.992762088775635,40.249244689941406,-4.731377124786377,57.67844009399414,2.3560433387756348,50.69486999511719,0.19970367848873138,48.18375015258789,2.3458986282348633,49.25653839111328,-0.786660373210907,47.12717819213867,-0.5949066281318665,39.20817565917969,disco
0.432218,0.080133,0.207257,0.002891,2722.080487,436336.440676,2569.233448,89296.593131,5469.600259,1683542.283528,0.144552,0.00385,0.020204,0.007836,-0.001294,0.010785,107.666016,-24.691768646240234,1556.90625,73.74320220947266,580.28369140625,-11.558470726013184,296.53143310546875,28.394289016723633,210.99893188476562,6.2409563064575195,122.85643768310547,2.4656214714050293,102.62686157226562,8.634088516235352,103.52885437011719,12.309107780456543,73.51549530029297,-4.102859020233154,67.78932189941406,13.385866165161133,53.01199722290039,1.9154301881790161,39.9383659362793,-0.9733684659004211,57.19762420654297,0.6083648204803467,35.9735107421875,2.3642091751098633,44.48814392089844,-3.7914464473724365,38.158180236816406,-0.9334679841995239,42.72929000854492,-0.885628342628479,66.44780731201172,-3.499582290649414,78.41304779052734,-0.9706034660339355,67.04346466064453,0.11684977263212204,90.08155059814453,disco
0.394507,0.082104,0.135417,0.002811,2248.158016,840837.424621,2368.737908,326962.543437,4609.872125,3738888.226661,0.109742,0.004339,0.023482,0.010795,-5e-06,0.007374,123.046875,-81.29733276367188,3998.197265625,106.4761962890625,1477.6759033203125,-9.534991264343262,422.87451171875,17.970006942749023,235.0341796875,3.011077404022217,188.93238830566406,8.301613807678223,146.9110565185547,3.8938751220703125,100.92451477050781,4.249102592468262,50.94447326660156,-3.739396810531616,55.2085075378418,-2.078542947769165,37.91020584106445,-2.2060985565185547,43.26316452026367,-4.587527751922607,43.9637336730957,-1.1600444316864014,45.64749526977539,-1.8838691711425781,40.05029296875,-0.22667758166790009,32.2656135559082,-1.0367159843444824,30.883024215698242,-3.28688645362854,30.879377365112305,-1.8739798069000244,37.34230041503906,-0.7098232507705688,50.351890563964844,-0.5524986982345581,42.55801773071289,disco
0.214282,0.090517,0.046985,0.001075,1710.844205,418868.959692,1620.146459,118165.965281,3238.938748,1213333.081446,0.087023,0.00281,0.060324,0.044034,-1.4e-05,0.000183,117.453835,-280.9080810546875,3968.105224609375,120.81539916992188,581.3697509765625,-37.61225509643555,709.4281616210938,28.736146926879883,268.7176513671875,-10.789444923400879,164.119140625,-6.406518936157227,174.61248779296875,-13.808621406555176,118.16875457763672,-4.0625081062316895,103.29082489013672,-14.859973907470703,103.42668914794922,4.791967391967773,213.6036376953125,-20.174320220947266,74.4706039428711,-5.093950271606445,68.02726745605469,-6.792037487030029,71.18490600585938,-6.409426689147949,117.22989654541016,-1.758393406867981,64.7266845703125,-4.126147270202637,129.84768676757812,3.404989242553711,143.9409637451172,4.251873970031738,155.34121704101562,1.0147888660430908,125.16461944580078,-1.1414521932601929,135.62850952148438,disco
0.503266,0.088166,0.062032,0.002319,2455.123994,570065.917534,2100.127613,89249.66641,4726.279754,1392072.094818,0.151464,0.006722,-0.004235,0.004627,-2e-06,0.004432,112.347147,-197.1792449951172,9038.3115234375,83.36067199707031,1093.790771484375,-38.557830810546875,763.0955200195312,43.71670150756836,322.4544677734375,-7.295538425445557,162.21144104003906,25.659225463867188,115.92668914794922,-8.642003059387207,83.82421875,13.397130966186523,116.29865264892578,-12.15369701385498,75.14681243896484,12.154943466186523,76.54230499267578,-12.050202369689941,69.84309387207031,10.627793312072754,47.958831787109375,-2.4053423404693604,86.52581024169922,12.013289451599121,84.64386749267578,1.3748271465301514,150.82717895507812,6.764342308044434,71.65802764892578,-3.376776933670044,58.79209899902344,-1.6519368886947632,40.95819091796875,0.06695277988910675,46.66099548339844,1.411264181137085,36.48903274536133,disco
0.329666,0.085371,0.124616,0.000833,2117.828755,514419.9751,2114.987398,192512.628657,4351.223689,1973606.653058,0.103302,0.002214,-0.012846,0.016134,-6e-06,0.003506,161.499023,-103.96162414550781,2985.927734375,105.80915069580078,1418.8402099609375,-14.325732231140137,439.12896728515625,36.738468170166016,233.07911682128906,-10.348668098449707,199.34156799316406,16.810850143432617,87.14842224121094,-6.82280969619751,76.53264617919922,8.140345573425293,74.46338653564453,-4.461958885192871,66.6890640258789,0.9882636070251465,78.86244201660156,-10.006155967712402,77.86421203613281,0.3835430443286896,63.869056701660156,-1.7078524827957153,56.240440368652344,2.965632200241089,55.65156555175781,-0.8947298526763916,48.276493072509766,-3.0466806888580322,39.525421142578125,-4.439488887786865,49.8780517578125,-6.513694763183594,48.257102966308594,-8.457304954528809,67.84429931640625,-2.7770845890045166,63.84260559082031,disco
0.404927,0.090491,0.1758,0.003668,2739.07557,488741.796257,2613.798192,129600.223826,5710.8988,1880208.187319,0.131749,0.003867,0.029385,0.007901,-0.001003,0.010682,112.347147,-57.66926956176758,2343.770751953125,68.38035583496094,673.4561767578125,-15.251751899719238,379.27032470703125,23.414113998413086,233.3646240234375,14.855438232421875,133.77615356445312,13.172660827636719,151.12103271484375,2.1979191303253174,89.39602661132812,12.811308860778809,76.49516296386719,0.061214741319417953,95.54619598388672,12.777957916259766,64.68423461914062,0.03940575197339058,71.78036499023438,3.369821310043335,56.462486267089844,0.815110445022583,53.918701171875,1.0514909029006958,52.34654235839844,0.5454103350639343,43.49713134765625,2.9783315658569336,79.31099700927734,2.9126882553100586,78.11393737792969,4.022736549377441,88.6351089477539,0.525239109992981,61.237918853759766,1.9603632688522339,66.66141510009766,disco
0.445434,0.074822,0.095536,0.001728,2846.822609,315032.307363,2460.212533,52224.203548,5925.380837,756713.567652,0.176367,0.004519,0.028035,0.013033,0.000961,0.004344,112.347147,-95.25163269042969,3050.421630859375,82.253662109375,440.4217224121094,-26.221525192260742,236.1898651123047,37.522613525390625,181.77490234375,-16.355100631713867,132.16729736328125,25.29429054260254,67.89664459228516,-21.79648208618164,79.42290496826172,21.811946868896484,60.235450744628906,-20.064441680908203,44.935791015625,16.297643661499023,50.229736328125,-16.119651794433594,42.33869171142578,14.439220428466797,34.106815338134766,-11.90704345703125,33.967926025390625,7.16898775100708,25.4564208984375,-11.668229103088379,29.357892990112305,5.078110694885254,23.173736572265625,-10.222131729125977,28.654064178466797,4.793478965759277,26.274362564086914,-6.018383979797363,31.85222816467285,-0.24143369495868683,30.268098831176758,disco
0.415009,0.087234,0.142261,0.004143,2297.08553,899963.419363,2566.041549,192574.738331,4888.128775,3892550.719623,0.096335,0.007033,0.023478,0.018452,-0.001177,0.007416,117.453835,-111.17790985107422,4414.13232421875,94.03520202636719,1434.221435546875,12.515315055847168,563.6685180664062,16.740259170532227,198.6556396484375,8.181676864624023,155.98646545410156,15.667252540588379,145.16952514648438,-1.3758587837219238,113.48822021484375,7.039429664611816,81.82823181152344,0.9736095666885376,57.81999969482422,-1.4805395603179932,55.6036491394043,-3.069302797317505,78.00308227539062,-5.0681891441345215,71.50992584228516,-3.68412709236145,52.906681060791016,0.23450812697410583,58.09558868408203,-2.0857088565826416,52.754600524902344,-1.8237208127975464,39.61415100097656,-5.340756893157959,32.552467346191406,1.2517448663711548,41.93349838256836,-5.591701030731201,41.74473190307617,-3.628164052963257,30.90181541442871,disco
0.41803,0.080035,0.084498,0.001585,2902.98348,454471.013241,2302.247545,78042.600229,5470.54192,1127625.238532,0.184139,0.005946,-0.004583,0.019521,-0.001004,0.002746,135.999178,-128.46766662597656,4184.09912109375,67.26374053955078,596.0563354492188,-36.918983459472656,542.0371704101562,40.90837097167969,441.120849609375,-21.745594024658203,281.93890380859375,23.162696838378906,224.17298889160156,-13.252984046936035,146.9129180908203,13.09386157989502,202.36685180664062,-14.004485130310059,114.55187225341797,17.799564361572266,92.68067932128906,-15.179245948791504,81.4735107421875,16.372459411621094,94.03321838378906,-10.465580940246582,67.43964385986328,12.835855484008789,65.01493835449219,-9.216797828674316,55.71372985839844,4.389609336853027,50.87510299682617,-5.443276405334473,41.2557373046875,7.246391773223877,50.177921295166016,-2.6676230430603027,77.45174407958984,6.57377815246582,96.34082794189453,disco
0.372093,0.084553,0.156962,0.001031,2450.407812,408117.691654,2388.143725,175046.995772,5024.452951,1802257.869198,0.124499,0.001664,0.010854,0.017147,-4e-06,0.004247,129.199219,-57.80061340332031,2173.092041015625,86.53878021240234,774.6434326171875,-11.77696704864502,451.08746337890625,38.776798248291016,222.38670349121094,2.375863790512085,120.99739074707031,8.829936027526855,80.1460189819336,-1.2931183576583862,58.19692611694336,9.917737007141113,62.604881286621094,-1.6644961833953857,51.188907623291016,9.836173057556152,55.511390686035156,3.0134122371673584,85.98057556152344,7.524685382843018,84.91732788085938,1.717929482460022,75.04277801513672,5.662630081176758,65.40099334716797,-0.700710654258728,59.14509963989258,3.449606418609619,48.238826751708984,0.13334651291370392,54.600040435791016,-0.955838143825531,55.890647888183594,-2.637058973312378,55.23927307128906,1.6531116962432861,67.4204330444336,disco
